#	delta x [m]	delta y [m]	delta orientation [rad]

-0.00136	0.0013668	-0.0063
-0.0013241	0.0013312	-0.0065
-0.0013371	0.0013617	-0.0068
-0.001381	0.0014437	-0.007
-0.0006641	0.00073505	-0.00315
-0.0006641	0.00073505	-0.00315
-0.0012769	0.0014455	-0.0058
-0.0012364	0.0013953	-0.0049
-0.0013112	0.0014234	-0.0046
-0.0014554	0.0015831	-0.0052
-0.0015505	0.0017249	-0.0059
-0.0014842	0.0017002	-0.0054
-0.0013754	0.0016064	-0.0051
-0.0012428	0.0015303	-0.0049
-0.0011764	0.0015049	-0.0054
-0.0012176	0.0015539	-0.0063
-0.00062525	0.00078195	-0.00365
-0.00062525	0.00078195	-0.00365
-0.0012277	0.0014682	-0.0071
-0.0012338	0.001384	-0.0071
-0.0012946	0.0013634	-0.007
-0.001352	0.0013875	-0.0068
-0.0013759	0.0014124	-0.0065
-0.0013757	0.0014204	-0.0062
-0.0013268	0.001414	-0.0058
-0.0011687	0.0014435	-0.0047
-0.0011216	0.0016396	-0.0047
-0.0011966	0.0017936	-0.0054
-0.0012245	0.0018728	-0.0056
-0.00060745	0.0009501	-0.00285
-0.00060745	0.0009501	-0.00285
-0.0012055	0.0019208	-0.0057
-0.0011341	0.0018464	-0.0054
-0.0010771	0.0017811	-0.0053
-0.0010641	0.0017211	-0.0056
-0.0010647	0.0016286	-0.0059
-0.0010873	0.0015866	-0.0062
-0.001089	0.0016014	-0.0063
-0.001115	0.0016248	-0.0063
-0.0011536	0.0016208	-0.0062
-0.0010819	0.001654	-0.0058
-0.0009804	0.0016773	-0.005
-0.00046765	0.0008103	-0.0023
-0.00046765	0.0008103	-0.0023
-0.0009211	0.001571	-0.0045
-0.0009237	0.0016334	-0.0051
-0.0008779	0.0017131	-0.0051
-0.0008931	0.0017327	-0.0053
-0.0009355	0.0018123	-0.0056
-0.0009497	0.0019777	-0.0062
-0.0009453	0.0020826	-0.0063
-0.0009753	0.0020325	-0.0062
-0.0010257	0.0019984	-0.0061
-0.0010346	0.0018994	-0.0057
-0.0010187	0.0018079	-0.0053
-0.0005572	0.0009294	-0.00285
-0.0005572	0.0009294	-0.00285
-0.0010777	0.0017918	-0.0055
-0.001096	0.0018288	-0.0063
-0.001027	0.0017414	-0.006
-0.0010414	0.0017664	-0.0069
-0.0010254	0.0018444	-0.0074
-0.0009273	0.0019075	-0.0073
-0.0007869	0.0018452	-0.0066
-0.0006824	0.0016922	-0.0056
-0.000709	0.0016681	-0.0062
-0.000673	0.0016019	-0.0058
-0.0007471	0.0017186	-0.0063
-0.0007418	0.0017313	-0.0057
-0.0003345	0.00085395	-0.0024
-0.0003345	0.00085395	-0.0024
-0.0007106	0.0018049	-0.0051
-0.0006839	0.0017582	-0.0045
-0.0007944	0.001904	-0.0057
-0.0007916	0.0019396	-0.006
-0.0007202	0.0018464	-0.0055
-0.0007479	0.0018516	-0.0059
-0.0007021	0.0017693	-0.0051
-0.0007738	0.0019279	-0.0061
-0.0007177	0.0019276	-0.0058
-0.0006997	0.0019812	-0.0063
-0.00035785	0.00102365	-0.0035
-0.00035785	0.00102365	-0.0035
-0.0006794	0.0019759	-0.0063
-0.0007433	0.0020974	-0.007
-0.0006878	0.0020533	-0.0064
-0.0007004	0.0020222	-0.0067
-0.0006179	0.0017763	-0.0056
-0.0006438	0.0017408	-0.0055
-0.0006482	0.0018495	-0.0059
-0.0006647	0.0020059	-0.0062
-0.0006584	0.0021299	-0.0069
-0.0005085	0.0020665	-0.006
-0.0004493	0.0020399	-0.0053
-0.00020635	0.00098595	-0.0025
-0.00020635	0.00098595	-0.0025
-0.000419	0.0019949	-0.0054
-0.000458	0.0020278	-0.006
-0.0005142	0.0019395	-0.0063
-0.0006041	0.001829	-0.0065
-0.0006903	0.0018582	-0.0069
-0.0007399	0.0020078	-0.0073
-0.00077	0.0021684	-0.0076
-0.0007574	0.002233	-0.0075
-0.0006727	0.002225	-0.0073
-0.0005145	0.0020631	-0.006
-0.0004044	0.001844	-0.0051
-0.00018015	0.000884	-0.00245
-0.00018015	0.000884	-0.00245
-0.0003353	0.0018439	-0.0055
-0.0002955	0.0018872	-0.0061
-0.0003142	0.0019017	-0.0064
-0.0004076	0.0020272	-0.0072
-0.0004922	0.0022084	-0.0082
-0.0004974	0.0023059	-0.0084
-0.0004115	0.0022112	-0.0078
-0.0003461	0.0019915	-0.0066
-0.000326	0.0018535	-0.0063
-0.0145012	-0.0683269	0.1489
-0.0010896	0.0037108	-0.0103
-0.00047495	0.00202305	-0.0034
-0.00047495	0.00202305	-0.0034
-0.0012105	0.0043786	-0.0078
-0.0013795	0.0041693	-0.0114
-0.001187	0.0040147	-0.0121
-0.0011022	0.0041737	-0.0131
-0.0010647	0.0043405	-0.0133
-0.000425	0.00215135	-0.0056
-0.000425	0.00215135	-0.0056
-0.0006443	0.0042718	-0.0089
-0.0004657	0.0040722	-0.0069
-0.0005827	0.0041209	-0.0092
-0.0007842	0.0045058	-0.013
-0.0005108	0.002495	-0.0081
-0.0005108	0.002495	-0.0081
-0.001349	0.0055318	-0.02
-0.0011085	0.0052605	-0.0182
0.0001043	0.0038012	-0.0087
0.0011815	0.0027046	-0.0007
0.0014191	0.0027099	0.0007
0.0007829	0.0015081	-0.00005
0.0007829	0.0015081	-0.00005
0.0018376	0.0030553	-0.0008
0.0019335	0.0029648	-0.0029
0.0017937	0.0029968	-0.0034
0.0017047	0.0027835	-0.0018
0.0015361	0.0025691	0
0.0005221	0.00123895	0.00025
0.0005221	0.00123895	0.00025
0.0007866	0.0020205	0.0039
0.0009882	0.0017009	0.0057
0.001414	0.0019602	0.0035
0.0015902	0.0024624	0.0005
0.0016479	0.0026933	-0.0012
0.00089735	0.0013626	-0.00055
0.00089735	0.0013626	-0.00055
0.0018118	0.002684	-0.0012
0.001506	0.0028209	-0.0016
0.0013586	0.0028219	-0.0003
0.0016305	0.0024818	0.0018
0.0016351	0.0025204	0.0008
0.0014038	0.0026668	-0.0008
0.0007072	0.00126015	0
0.0007072	0.00126015	0
0.001519	0.0023889	-0.0002
0.0014978	0.0024538	0.0001
0.0013831	0.0025695	0.0005
0.0013988	0.0025611	0.0017
0.0007823	0.0012523	0.0007
0.0007823	0.0012523	0.0007
0.0015124	0.0026191	0.0003
0.0015379	0.0027421	-0.0002
0.0017983	0.0026153	0.0005
0.0017305	0.0026465	-0.0008
0.0013691	0.0028859	-0.0018
0.0006734	0.00134965	0.0003
0.0006734	0.00134965	0.0003
0.0015322	0.0023321	0.0019
0.0014988	0.0023862	0.0006
0.0013333	0.0025627	0.0004
0.0013939	0.0025212	0.0005
0.0015311	0.002536	-0.0003
0.0015626	0.0026012	-0.0011
0.00074855	0.00131155	-0.00015
0.00074855	0.00131155	-0.00015
0.0015753	0.0026486	0.0007
0.0016144	0.0025952	0.001
0.0014725	0.002755	-0.0007
0.0015871	0.0027564	-0.0001
0.000898	0.00131265	0.00015
0.000898	0.00131265	0.00015
0.0016729	0.0028847	-0.0012
0.0013712	0.0030652	-0.0022
0.0014519	0.0028452	-0.001
0.0016497	0.0024913	-0.0001
0.0014911	0.0025056	0
0.0013184	0.0024862	0.0009
0.00070155	0.00122125	0.00085
0.00070155	0.00122125	0.00085
0.0015811	0.0024291	0.0013
0.0015147	0.00256	-0.0002
0.0014268	0.0027058	-0.0008
0.0015351	0.0026802	-0.0001
0.0016301	0.0025237	-0.0002
0.00068745	0.00131685	-0.0004
0.00068745	0.00131685	-0.0004
0.0013666	0.002544	0.0006
0.0016281	0.0022749	0.0019
0.0014455	0.0025313	0.0003
0.0012564	0.0027611	-0.0001
0.000685	0.00133325	0.0003
0.000685	0.00133325	0.0003
0.0015884	0.0025884	-0.0004
0.0015567	0.0026379	-0.0022
0.0013642	0.0027288	-0.0027
0.0015244	0.0025398	0.0003
0.0017945	0.0023678	0.0026
0.0017006	0.0025022	0.0029
0.00086725	0.00130425	0.0017
0.00086725	0.00130425	0.0017
0.001972	0.0025303	0.0029
0.0019702	0.002488	0.002
0.0017796	0.0024593	0.0029
0.0015853	0.0022276	0.0036
0.0014726	0.0020309	0.0033
0.0006615	0.0010207	0.0008
0.0006615	0.0010207	0.0008
0.001123	0.002205	0.0004
0.0011955	0.0023712	0.0003
0.0014413	0.0027071	-0.0001
0.0014997	0.0030783	-0.0021
0.0015064	0.0032714	-0.0035
0.0008975	0.0015662	-0.0016
0.0008975	0.0015662	-0.0016
0.0020484	0.0028366	-0.0026
0.0019571	0.00281	-0.0028
0.001719	0.0029542	-0.0026
0.0015435	0.002964	-0.0025
0.0013841	0.0030714	-0.0045
0.0004835	0.00163595	-0.0039
0.0004835	0.00163595	-0.0039
0.0007405	0.0029174	-0.007
0.0011775	0.0019983	-0.001
0.0016698	0.0014425	0.0055
0.0017154	0.0014583	0.0084
0.0006017	0.00084095	0.0039
0.0006017	0.00084095	0.0039
0.0004799	0.0014966	0.006
0.0001111	0.0007976	0.003
0.0000266	0.0001913	0.0006
-0.0000161	0.0000411	-0.0002
0.000011	-0.0000048	0.0001
0.0000109	-0.0000024	0.0001
0.0000109	-0.0000024	0.0001
-0.0000091	-0.0000038	0.0002
0.0000125	-0.0000272	0.0001
-0.000014	0.0000031	-0.0001
0.0000212	-0.0000068	0.0001
0.0000287	0.0000041	0
-0.0000066	0.0000139	-0.00005
-0.0000066	0.0000139	-0.00005
-0.0000227	-0.0000001999999997	-0.0001
-0.0000298	-0.0000068	-0.0001
-0.0000129	-0.00001	-0.0001
0.0000234	-0.0000103	0.0001
0.0000244	0.0000067	0.0001
-0.0000026	0.00000665	0
-0.0000026	0.00000665	0
0.0000055	0.000007	0
-0.0000131	0.0000122	0
-0.0000085	-0.0000073	-0.0001
0.0000129	-0.0000225	0.0002
0.0000067	0.0000025	-0.0001
-0.00000095	-0.00000725	-0.00005
-0.00000095	-0.00000725	-0.00005
-0.0000383	0.0000087	0
-0.0000734	0.0000328	-0.0003
-0.0000034	0.0000078	0.0001
0.0001254	0.0000088	0.0002
0.0001371	-0.0000144	0.0002
0.000007	-0.000012	0
0.000007	-0.000012	0
-0.0002845	-0.0000059	-0.0005
-0.0004187	-0.0000216	-0.0007
-0.000211	-0.0000178	-0.0001
0.0001674	-0.0000022	0.0007
0.0003645	-0.0000078	0.0007
0.0000509	0.00001785	0
0.0000509	0.00001785	0
-0.0000383	0.0000357	-0.0005
-0.0000556	0.0000155	-0.0006
-0.000012	-0.0000132	-0.0001
0.0000108	-0.0000293	0.0001
0.0000373	-0.0000318	0.0005
0.0000123	-0.00000665	0.00025
0.0000123	-0.00000665	0.00025
-0.0000216	0.0000228	0.0003
-0.0000112	0.0000265	0
0.0000114	0.0000067	-0.0003
0.00003	-0.0000183	-0.0005
0.0000425	-0.0000214	-0.0003
-0.0000162	0.0000018	0
-0.0000162	0.0000018	0
-0.0001186	0.000027	0.0003
-0.0001037	-0.0000023	0.0003
-0.0000125	-0.0000199	0
0.0001966	-0.0000033	0.0002
0.0003324	0.0000335	0.0005
0.00009055	0.0000133	-0.00005
0.00009055	0.0000133	-0.00005
0.0000127	-0.0000089	0
-0.0001025	-0.0000329	-0.0002
-0.0001456	-0.0000117	-0.0003
-0.0000551	0.0000171	0.0002
0.0000076	0.0000252	0.0002
-0.00000195	0.0000145	-0.00005
-0.00000195	0.0000145	-0.00005
-0.0000153	0.0000016	-0.0003
-0.0000557	-0.0000092	-0.0004
-0.0000406	-0.0000095	-0.0002
0.0000121	-0.0000354	0.0002
0.0000048	-0.0000004000000002	0.0002
0.00003545	-0.00000485	0.00035
0.00003545	-0.00000485	0.00035
0.0000673	0.0000005999999999	0.0003
-0.0000229	0.0000348	-0.0002
-0.0000316	0.0000041	-0.0002
-0.0000619	0.0000008	-0.0006
-0.000054	0.0000063	-0.0004
0.0000043	-0.00001405	0
0.0000043	-0.00001405	0
0.0000238	0.0000033	0.0001
0.0000461	0.0000143	0.0005
0.0000596	-0.000004	0.0006
0.0000112	0.0000091	0.0001
-0.0000273	-0.0000001999999997	-0.0001
-0.0000179	-0.00000775	-0.00015
-0.0000179	-0.00000775	-0.00015
-0.0000595	-0.0000088	-0.0004
-0.0000156	-0.0000302	-0.0001
0.0000067	-0.0000062	-0.0001
0.0000367	0.0000282	0.0003
0.0000741	0.0000171	0.0005
0.00001045	0.0000172	0.0001
0.00001045	0.0000172	0.0001
-0.0000277	0.0000314	-0.0003
-0.0000407	-0.0000284	-0.0003
-0.0000489	-0.0000431	-0.0003
-0.0000322	-0.0000327	-0.0002
0.0000114	-0.0000307	0.0003
0.0000105	0.00001795	0.00005
0.0000105	0.00001795	0.00005
0.0000691	0.0000292	0.0003
0.0000596	0.0000335	0.0001
-0.0000126	0.000024	-0.0003
-0.0000406	-0.0000366	-0.0002
-0.0000745	-0.0000465	-0.0004
-0.0000756	-0.0000223	-0.0003
-0.0000008499999999	-0.0000043	0.0001
-0.0000008500000002	-0.0000043	0.0001
0.0000632	0.0000413	0.0005
0.0001106	0.0000424	0.0004
0.0000815	0.0000137	0.0003
-0.0000233	0	-0.0001
-0.0000973	-0.0000332	-0.0005
-0.0000487	-0.0000246	-0.00015
-0.0000487	-0.0000246	-0.00015
-0.0000703	-0.0000316	-0.0003
0.0000301	-0.0000128	0.0002
0.000094	0.0000378	0.0005
0.0000938	0.000066	0.0004
0.00003795	0.0000141	0.0002
0.00003795	0.0000141	0.0002
-0.0000187	-0.0000059	-0.0001
-0.0001066	-0.0000145	-0.0007
-0.0001037	-0.0000434	-0.0007
-0.0000962	-0.0000248	-0.0005
-0.0000164	-0.0000049	-0.0002
0.0000511	-0.0000006999999997	0.00025
0.0000511	-0.0000007000000002	0.00025
0.0001202	0.00005	0.0008
0.0001196	0.0000304	0.001
0.00006	0.0000041	0.0006
-0.0000684	-0.0000322	-0.0004
-0.000131	-0.0000751	-0.0006
-0.0000683	-0.00003205	-0.0004
-0.0000683	-0.00003205	-0.0004
-0.0000922	-0.000005	-0.0008
0.0000495	0.0000642	-0.0002
0.0001312	0.000139	0.0001
0.0001271	0.0001238	0.0003
0.0000993	0.000022	0.0005
-0.0000149	-0.0000259	0.0001
-0.0000149	-0.0000259	0.0001
-0.0001374	-0.0001386	-0.0002
-0.0001355	-0.0001816	0
-0.0000994	-0.0001066	0.0003
0.0000547	0.0000111	0.0006
0.0001811	0.0001151	0.0008
0.0001586	0.0001798	0.0001
0.0000423	0.0000741	-0.0003
0.0000423	0.0000741	-0.0003
-0.0000656	0.0000809	-0.0011
-0.0002238	-0.0000245	-0.0019
-0.0002328	-0.0001451	-0.0015
-0.0001559	-0.0001597	-0.0004
0.0000182	-0.0000552	0.0005
0.0000182	-0.0000552	0.0005
0.0002459	-0.0000323	0.0026
0.0003083	0.0000749	0.0026
0.0003001	0.0000801	0.0027
0.0001215	0.0000543	0.0012
-0.000164	0.0000003999999998	-0.0012
-0.000161	-0.0000341	-0.0013
-0.000161	-0.0000341	-0.0013
-0.0003967	-0.000065	-0.0037
-0.0003276	0.0000074	-0.0034
-0.000069	0.0001113	-0.0019
0.0002003	0.0001959	-0.0002
0.0004259	0.0001696	0.0018
0.0002345	0.00004125	0.0018
0.0002345	0.00004125	0.0018
0.0002609	-0.0000676	0.0041
0.0000199	-0.0002981	0.0038
-0.0002382	-0.00047	0.0024
-0.0004413	-0.0004557	0.0001
-0.0003852	-0.0002452	-0.0018
-0.0001097	0.0000699	-0.00185
-0.0001097	0.0000699	-0.00185
-0.0000228	0.0005468	-0.0052
0.0002243	0.0007807	-0.0056
0.0003198	0.0008234	-0.0045
0.0003451	0.0006804	-0.0019
0.0003518	0.0003011	0.002
0.00019655	-0.0001251	0.0027
0.00019655	-0.0001251	0.0027
0.0004417	-0.0007662	0.007
-0.004987	0.0092943	-0.0845
0.185234	0.1503566	-2.27118531
-0.0000286	-0.000164	-0.0007
-0.0001665	-0.0001341	-0.0002
-0.1681935	-0.1809842	2.62898531
0.0178009	0.0661062	-0.2049
-0.0003015	-0.0005331	-0.0052
-0.00010645	-0.00016855	-0.0025
-0.00010645	-0.00016855	-0.0025
-0.0001366	-0.0000714	-0.0045
-0.0000143	0.0016924	-0.01
0.0002796	0.0035976	-0.0106
0.0004386	0.0036264	-0.0076
0.0003253	0.003505	-0.0063
0.000155	0.00180705	-0.00295
0.000155	0.00180705	-0.00295
0.0002483	0.0035628	-0.0069
0.000287	0.0037176	-0.009
0.0001721	0.0037094	-0.0112
0.0001886	0.0038188	-0.0126
0.0002125	0.0040985	-0.0143
0.0001706	0.00206025	-0.0071
0.0001706	0.00206025	-0.0071
0.0005129	0.0042863	-0.0141
0.0007417	0.0043714	-0.0129
0.0008678	0.0038026	-0.0095
0.0007945	0.0035113	-0.0079
0.0007308	0.0036734	-0.0086
0.00029735	0.00186085	-0.00485
0.00029735	0.00186085	-0.00485
0.0005041	0.0039948	-0.013
0.0006082	0.0039536	-0.0148
0.0007637	0.0039594	-0.0149
0.0008434	0.0041159	-0.0146
0.0009262	0.0038374	-0.0114
0.0005254	0.0017189	-0.00395
0.0005254	0.0017189	-0.00395
0.0011222	0.0033682	-0.0072
0.0010442	0.0034538	-0.0085
0.0010966	0.0037744	-0.0104
0.001191	0.0038693	-0.0124
0.0011143	0.0039403	-0.0142
0.0011269	0.0041334	-0.016
0.0005768	0.0020361	-0.0083
0.0005768	0.0020361	-0.0083
0.001444	0.0041246	-0.0151
0.0014583	0.0039053	-0.0128
0.0014677	0.0037563	-0.0104
0.001457	0.0038026	-0.0092
0.00073515	0.0017241	-0.00395
0.00073515	0.0017241	-0.00395
0.0014085	0.0032704	-0.0085
0.0015506	0.0034569	-0.0106
0.001588	0.0033881	-0.0122
0.00156	0.003677	-0.0151
0.0081963	0.0252963	-0.2647
0.0009047	0.00217815	-0.00905
0.0009047	0.00217815	-0.00905
-0.0054759	-0.0167814	0.2309
0.0020682	0.0034062	-0.0101
0.0024736	0.0023407	-0.0039
0.0026378	0.0016564	-0.0003
0.0026918	0.0014228	0.001
0.00124625	0.00064255	0.00095
0.00124625	0.00064255	0.00095
0.0023434	0.0011937	0.002
0.0025108	0.0015628	0.0003
0.0027642	0.001919	-0.0011
0.0027412	0.0018773	-0.0014
0.0103636	0.0223946	-0.2479
0.0014389	0.0008952	-0.0008
0.0007233	0.00045965	-0.0004
0.0007233	0.00045965	-0.0004
0.0014417	0.0008853	-0.0005
0.0014017	0.0007942	0
0.0013087	0.0007319	0.0003
0.0012267	0.0007786	0.0003
0.0011969	0.0008457	0.0003
0.0011553	0.0008395	0.0005
0.0011075	0.0007574	0.0009
0.001093	0.0006947	0.0009
0.0011425	0.0006572	0.0007
0.0012152	0.0006755	0.0002
0.0012832	0.0007808	-0.0003
0.0012851	0.0008619	-0.0005
0.0006448	0.0004668	-0.0004
0.0006448	0.0004668	-0.0004
0.0013379	0.000912	-0.0009
0.0013724	0.0009121	-0.001
0.001396	0.0009372	-0.0009
0.0014109	0.0009403	-0.0009
0.0014016	0.0008646	-0.0004
0.0013502	0.0007849	0
0.0013041	0.0007277	0.0005
0.0012749	0.0007048	0.0005
0.0012756	0.0006888	0.0008
0.001257	0.0006747	0.0008
0.0006069	0.00032755	0.00035
0.0006069	0.00032755	0.00035
0.0011965	0.0006831	0.0004
0.0011695	0.0007282	0
0.0011853	0.000854	-0.0006
0.0012446	0.0009876	-0.0012
0.0013142	0.0010527	-0.0012
0.0013133	0.001033	-0.0011
0.0013006	0.0009109	-0.0007
0.001283	0.0007593	-0.0003
0.0012655	0.000625	0.0003
0.0012658	0.0005441	0.0007
0.0013099	0.0005138	0.0009
0.0006713	0.00025155	0.00055
0.0006713	0.00025155	0.00055
0.0013562	0.0005593	0.0012
0.0013369	0.0006171	0.001
0.0012844	0.0007378	0.0008
0.0012877	0.0007989	0.0004
0.0012685	0.0008211	0
0.0013119	0.0008907	-0.0004
0.0013434	0.0009101	-0.0006
0.0013768	0.0009221	-0.0008
0.0014035	0.0009019	-0.0008
0.0013667	0.0008352	-0.0006
0.0012982	0.0007217	-0.0002
0.00061565	0.00031805	0.00005
0.00061565	0.00031805	0.00005
0.0012242	0.000649	0.0002
0.0012911	0.0007506	-0.0001
0.0013989	0.000857	-0.0002
0.0014603	0.0009049	0.0001
0.0014152	0.0008536	0.0006
0.0012893	0.0007657	0.0007
0.0012178	0.0006791	0.0009
0.0011536	0.0005984	0.0008
0.0011279	0.0005789	0.0007
0.0011723	0.000667	0.0003
0.0012221	0.0007447	-0.0001
0.00063855	0.0003902	-0.00005
0.00063855	0.0003902	-0.00005
0.0012951	0.0008293	-0.0002
0.0013231	0.0008472	-0.0003
0.0013252	0.0008445	-0.0003
0.0013303	0.0008347	-0.0003
0.0013281	0.0008376	-0.0004
0.0013567	0.0008443	-0.0002
0.0014182	0.0008776	-0.0002
0.0014315	0.0008703	0
0.0013975	0.000812	0.0001
0.0013009	0.0007192	0.0001
0.0012229	0.0006539	0.0002
0.00059015	0.00033985	-0.0001
0.00059015	0.00033985	-0.0001
0.0012106	0.0007678	-0.0005
0.0012641	0.0008458	-0.0009
0.0013164	0.0008901	-0.0006
0.0013128	0.000907	-0.0005
0.0012863	0.0008858	-0.0004
0.0012936	0.0008635	-0.0002
0.0013031	0.0008298	-0.0001
0.0013265	0.0007861	0.0001
0.0013263	0.0007306	0.0003
0.0013014	0.000656	0.0007
0.001229	0.0006092	0.001
0.0011864	0.0006152	0.0012
0.0005852	0.00032275	0.00065
0.0005852	0.00032275	0.00065
0.001189	0.0006584	0.0014
0.0011934	0.0006954	0.0012
0.001231	0.0007528	0.0009
0.0012693	0.0007645	0.0006
0.0013014	0.0007763	0.0002
0.0013436	0.0008187	-0.0002
0.0013622	0.00087	-0.0007
0.0013456	0.0008801	-0.0009
0.001355	0.0009012	-0.001
0.0014157	0.0009439	-0.0012
0.0007247	0.00048145	-0.00055
0.0007247	0.00048145	-0.00055
0.0014525	0.0009479	-0.001
0.0014259	0.0009001	-0.0007
0.0013554	0.0008282	-0.0003
0.0013112	0.0008136	-0.0001
0.0013326	0.0008455	0
0.001364	0.0008507	0.0002
0.001349	0.0008562	0.0003
0.0013263	0.0008137	0.0004
0.0012751	0.0006989	0.0008
0.0011869	0.0005784	0.001
0.0010946	0.0005613	0.0008
0.001091	0.000632	0.0005
0.00056	0.0003543	0.00015
0.00056	0.0003543	0.00015
0.001193	0.0007745	0
0.0012709	0.0008535	-0.0002
0.0013664	0.0009342	-0.0006
0.001439	0.0009398	-0.0006
0.0014482	0.0009168	-0.0007
0.0014434	0.0008869	-0.0006
0.0013911	0.0008345	-0.0007
0.0013674	0.0007822	-0.0005
0.0013427	0.0007404	-0.0003
0.0013236	0.0007239	-0.0001
0.00065205	0.0003614	0.0001
0.00065205	0.0003614	0.0001
0.0012561	0.0007119	0.0004
0.0011867	0.0006979	0.0004
0.0011462	0.000747	0.0002
0.0011967	0.0008621	-0.0002
0.0012729	0.0009734	-0.0007
0.0013327	0.0009946	-0.0008
0.0013465	0.0009344	-0.0006
0.0013052	0.0008251	-0.0003
0.001237	0.0007307	0
0.0011812	0.000692	0.0002
0.0012019	0.0006874	0.0003
0.0012491	0.0006993	0.0005
0.0006579	0.00036625	0.00025
0.0006579	0.00036625	0.00025
0.0013567	0.0007181	0.0007
0.0013431	0.0006754	0.0008
0.0012858	0.0006565	0.0009
0.0012401	0.0006724	0.0007
0.0012295	0.0006976	0.0006
0.0012426	0.0007463	0.0003
0.0012709	0.0007981	-0.0001
0.0013268	0.0008764	-0.0006
0.0013693	0.0009188	-0.0007
0.0013692	0.0009057	-0.0008
0.0013452	0.0008476	-0.0006
0.00065425	0.00040075	-0.00025
0.00065425	0.00040075	-0.00025
0.0012831	0.0007987	-0.0006
0.0013096	0.0008377	-0.0006
0.0013635	0.0008337	-0.0004
0.0013681	0.0007785	0.0001
0.0012954	0.0007218	0.0004
0.00125	0.0006889	0.0007
0.0012317	0.0006712	0.0008
0.0011999	0.0006428	0.0011
0.0011823	0.0006692	0.0011
0.0012046	0.0006785	0.0008
0.0005954	0.0003152	0.00055
0.0005954	0.0003152	0.00055
0.0011384	0.0006138	0.0009
0.0011219	0.000649	0.0008
0.0011286	0.0007042	0.0003
0.0011877	0.0007801	0
0.0012601	0.000892	-0.0003
0.0013456	0.0009754	-0.0009
0.0014375	0.0010079	-0.0011
0.0015065	0.0010071	-0.0012
0.0015518	0.0010109	-0.0012
0.0015354	0.000963	-0.0012
0.0014874	0.000875	-0.0009
0.0013922	0.0007881	-0.0003
0.00066085	0.0003804	-0.0001
0.00066085	0.0003804	-0.0001
0.0012829	0.0007394	0
0.0012669	0.0007165	0.0004
0.0012108	0.0006909	0.0006
0.0011631	0.0006859	0.0006
0.0011629	0.0007442	0.0002
0.0011786	0.0007904	0
0.0012184	0.0008458	-0.0003
0.0012908	0.0009115	-0.0006
0.0013591	0.0008996	-0.0006
0.0013597	0.0008183	-0.0002
0.0013205	0.0007378	0.0002
0.00063805	0.0003438	0.0002
0.00063805	0.0003438	0.0002
0.0012473	0.0006553	0.0006
0.0012243	0.0006394	0.0007
0.0012011	0.0006383	0.0008
0.0012111	0.0006299	0.001
0.0011913	0.0006051	0.001
0.0011987	0.0006373	0.0008
0.001219	0.0007141	0.0006
0.001225	0.0007777	0.0002
0.0012235	0.0008179	-0.0002
0.0012579	0.0008707	-0.0006
0.0013326	0.0009017	-0.0007
0.00070375	0.0004667	-0.00045
0.00070375	0.0004667	-0.00045
0.0014769	0.0009142	-0.0009
0.0014795	0.000828	-0.0005
0.0014168	0.000745	-0.0001
0.0013655	0.0007304	-0.0001
0.0013595	0.0007834	-0.0001
0.0013635	0.0008533	0
0.001363	0.0009065	-0.0002
0.0013766	0.0008659	0.0001
0.0013491	0.0007795	0.0003
0.0012912	0.0007372	0.0003
0.001265	0.0007702	0
0.00064145	0.00040725	-0.0001
0.00064145	0.00040725	-0.0001
0.0012555	0.0007884	-0.0002
0.0012242	0.0007585	-0.0002
0.0012149	0.0007511	-0.0002
0.0012015	0.00075	-0.0001
0.0012073	0.000765	-0.0001
0.0012108	0.0007972	-0.0001
0.0012158	0.0008184	-0.0001
0.0012592	0.0008283	-0.0002
0.0013198	0.0008432	0
0.0013933	0.0008821	-0.0002
0.0007341	0.00044975	-0.0001
0.0007341	0.00044975	-0.0001
0.0015059	0.000856	0
0.0014655	0.0008231	0
0.0013819	0.0007911	0
0.0013118	0.0007819	0
0.0012725	0.0007862	0.0001
0.0012354	0.0007958	-0.0001
0.0012329	0.0008072	-0.0002
0.0012573	0.0008154	-0.0002
0.0012332	0.0007959	-0.0001
0.0012233	0.0008093	-0.0002
0.001259	0.000856	-0.0004
0.00065515	0.0004355	-0.00015
0.00065515	0.0004355	-0.00015
0.0013393	0.0008499	-0.0001
0.0013317	0.0007987	0.0001
0.0012922	0.000695	0.0004
0.0012407	0.0006163	0.0009
0.0011896	0.0006062	0.001
0.0011668	0.0006245	0.0011
0.0011644	0.0006274	0.0012
0.0011306	0.0006138	0.0011
0.0011466	0.000632	0.001
0.001188	0.0006816	0.0005
0.0012245	0.0007284	0.0001
0.00062525	0.0003877	-0.00005
0.00062525	0.0003877	-0.00005
0.0012729	0.0008376	-0.0006
0.0012859	0.0008641	-0.0008
0.0013015	0.0008952	-0.0009
0.0013761	0.0009664	-0.0011
0.0014598	0.0010019	-0.001
0.0015096	0.000978	-0.0009
0.0015102	0.0009018	-0.0005
0.0014441	0.0007951	0
0.001391	0.0007597	0.0001
0.0013897	0.0007976	-0.0001
0.0014094	0.0007874	0
0.0013786	0.0007576	0.0002
0.00064415	0.0003648	0.00015
0.00064415	0.0003648	0.00015
0.0012042	0.0007072	0.0003
0.0011363	0.0006971	0.0004
0.0010766	0.0007008	0.0003
0.0010823	0.0007612	0
0.0011431	0.0008325	-0.0002
0.001204	0.0008753	-0.0003
